date,advancers,unchanged,decliners,quoted_total,emotion,limit_up,limit_down,last_update_time,source
2022-01-04,3299,50,1243,4592,71.84233449477352,121,24,2022-01-04 15:00:15,同花顺涨跌分布
2022-01-05,1153,83,3435,4671,24.684221794048383,73,37,2022-01-06 19:36:40,同花顺涨跌分布
2022-01-06,2987,152,1535,4674,63.90671801454857,98,9,2022-01-06 19:47:05,同花顺涨跌分布
2022-01-07,987,70,3620,4677,21.103271327774216,53,26,2022-01-07 15:01:15,同花顺涨跌分布
2022-01-10,3105,144,1428,4677,66.38871071199488,91,15,2022-01-10 15:07:30,同花顺涨跌分布
2022-01-11,1695,162,2823,4680,36.21794871794872,72,12,2022-01-11 15:01:26,同花顺涨跌分布
2022-01-12,3411,142,1129,4682,72.85348141819735,106,4,2022-01-12 15:01:15,同花顺涨跌分布
2022-01-13,1273,150,3260,4683,27.18342942558189,65,16,2022-01-13 15:01:15,同花顺涨跌分布
2022-01-14,1547,48,3088,4683,33.03437967115097,84,19,2022-01-14 15:31:15,同花顺涨跌分布
2022-01-17,3364,132,1188,4684,71.81895815542272,115,30,2022-01-17 15:01:15,同花顺涨跌分布
2022-01-18,1359,90,3240,4689,28.982725527831093,55,63,2022-01-18 15:01:15,同花顺涨跌分布
2022-01-19,2381,128,2179,4688,50.78924914675768,71,20,2022-01-19 15:01:15,同花顺涨跌分布
2022-01-20,820,34,3835,4689,17.487737257410963,50,30,2022-01-20 15:01:15,同花顺涨跌分布
2022-01-21,1394,127,3169,4690,29.722814498933904,60,51,2022-01-21 15:15:15,同花顺涨跌分布
2022-01-24,1795,125,2772,4692,38.25660699062234,67,44,2022-01-24 15:01:15,同花顺涨跌分布
2022-01-25,272,11,4409,4692,5.797101449275362,32,81,2022-01-25 15:31:15,同花顺涨跌分布
2022-01-26,3137,121,1435,4693,66.84423609631367,61,49,2022-01-26 15:01:15,同花顺涨跌分布
2022-01-27,271,26,4402,4699,5.767184507341987,18,110,2022-01-27 15:19:45,同花顺涨跌分布
2022-01-28,3356,72,1276,4704,71.34353741496598,63,39,2022-01-28 15:01:15,同花顺涨跌分布
2022-02-07,3513,66,1125,4704,74.6811224489796,110,47,2022-02-07 15:31:15,同花顺涨跌分布
2022-02-08,3679,46,978,4703,78.22666383159685,97,18,2022-02-08 15:01:15,同花顺涨跌分布
2022-02-09,3546,164,995,4705,75.36663124335813,115,6,2022-02-09 15:08:45,同花顺涨跌分布
2022-02-10,1708,159,2842,4709,36.27097048205564,68,8,2022-02-10 15:01:15,同花顺涨跌分布
2022-02-11,598,67,4044,4709,12.69908685495859,59,21,2022-02-11 15:01:15,同花顺涨跌分布
2022-02-14,2201,152,2357,4710,46.73036093418259,97,19,2022-02-14 15:17:15,同花顺涨跌分布
2022-02-15,2423,174,2115,4712,51.42190152801358,68,18,2022-02-15 15:01:15,同花顺涨跌分布
2022-02-16,2627,93,834,3554,73.91671356218346,83,4,2023-03-21 20:47:52,同花顺涨跌分布
2022-02-17,1593,109,3012,4714,33.79295714891812,58,15,2022-02-17 15:31:15,同花顺涨跌分布
2022-02-18,3102,134,1481,4717,65.7621369514522,71,1,2022-02-18 15:01:15,同花顺涨跌分布
2022-02-21,3428,117,1172,4717,72.67330930676277,115,6,2022-02-21 15:01:15,同花顺涨跌分布
2022-02-22,895,54,3769,4718,18.96990250105977,62,10,2022-02-22 15:01:15,同花顺涨跌分布
2022-02-23,3608,136,976,4720,76.4406779661017,102,3,2022-02-23 15:31:15,同花顺涨跌分布
2022-02-24,658,36,4027,4721,13.937725058250372,46,36,2022-02-24 15:31:15,同花顺涨跌分布
2022-02-25,3383,149,1189,4721,71.65854691802585,75,7,2022-02-25 15:01:15,同花顺涨跌分布
2022-02-28,1981,141,2601,4723,41.94367986449291,60,20,2022-02-28 15:01:15,同花顺涨跌分布
2022-03-01,3207,132,1385,4724,67.88738357324301,70,7,2022-03-01 15:01:15,同花顺涨跌分布
2022-03-02,2623,159,1941,4723,55.536735125979256,74,2,2022-03-02 15:01:15,同花顺涨跌分布
2022-03-03,1892,120,2711,4723,40.05928435316536,90,10,2022-03-03 15:01:15,同花顺涨跌分布
2022-03-04,1032,80,3613,4725,21.84126984126984,59,26,2022-03-04 15:01:15,同花顺涨跌分布
2022-03-07,836,68,3822,4726,17.689377909437155,64,23,2022-03-07 15:01:15,同花顺涨跌分布
2022-03-08,451,21,4252,4724,9.546994072819643,23,75,2022-03-08 15:01:15,同花顺涨跌分布
2022-03-09,1081,38,3604,4723,22.88799491848401,53,23,2022-03-09 15:01:15,同花顺涨跌分布
2022-03-10,3636,104,985,4725,76.95238095238095,99,4,2022-03-10 15:01:15,同花顺涨跌分布
2022-03-11,2919,152,1658,4729,61.725523366462255,78,9,2022-03-11 15:01:15,同花顺涨跌分布
2022-03-14,435,24,4275,4734,9.188846641318124,51,35,2022-03-14 15:01:15,同花顺涨跌分布
2022-03-15,245,7,4486,4738,5.1709582102152805,34,137,2022-03-15 15:01:15,同花顺涨跌分布
2022-03-16,4319,32,388,4739,91.1373707533235,137,7,2022-03-16 15:01:15,同花顺涨跌分布
2022-03-17,3776,122,843,4741,79.64564437882304,114,3,2022-04-11 16:52:48,同花顺涨跌分布
2022-03-18,3516,74,1153,4743,74.13029728020241,123,2,2022-04-11 16:52:52,同花顺涨跌分布
2022-03-21,3215,157,1373,4745,67.75553213909379,136,2,2022-03-21 15:01:15,同花顺涨跌分布
2022-03-22,1971,161,2619,4751,41.48600294674805,97,13,2022-03-22 15:01:15,同花顺涨跌分布
2022-03-23,2316,178,2260,4754,48.71687000420699,84,13,2022-03-23 15:01:15,同花顺涨跌分布
2022-03-24,953,69,3731,4753,20.05049442457395,76,17,2022-03-24 15:01:15,同花顺涨跌分布
2022-03-25,1755,175,2823,4753,36.92404796970335,86,23,2022-03-25 15:01:15,同花顺涨跌分布
2022-03-28,1799,143,2813,4755,37.83385909568875,71,36,2022-03-28 15:01:15,同花顺涨跌分布
2022-03-29,1177,91,3490,4758,24.737284573350145,70,25,2022-03-29 15:01:15,同花顺涨跌分布
2022-03-30,3857,100,802,4759,81.0464383273797,91,7,2022-03-30 15:01:15,同花顺涨跌分布
2022-03-31,2090,129,2536,4755,43.953732912723446,59,22,2022-03-31 15:01:15,同花顺涨跌分布
2022-04-01,2036,121,2598,4755,42.818086225026285,89,20,2022-04-01 15:01:15,同花顺涨跌分布
2022-04-06,3264,78,1412,4754,68.6579722339083,101,18,2022-04-06 15:01:15,同花顺涨跌分布
2022-04-07,589,39,4127,4755,12.3869610935857,51,32,2022-04-07 15:01:15,同花顺涨跌分布
2022-04-08,1575,92,3089,4756,33.11606391925988,78,20,2022-04-08 15:01:15,同花顺涨跌分布
2022-04-11,560,24,4172,4756,11.774600504625736,61,63,2022-04-11 15:01:15,同花顺涨跌分布
2022-04-12,3820,66,875,4761,80.23524469649233,108,23,2022-04-12 15:01:15,同花顺涨跌分布
2022-04-13,849,58,3858,4765,17.817418677859393,59,63,2022-04-13 15:01:15,同花顺涨跌分布
2022-04-14,3191,182,1393,4766,66.95342005874949,85,17,2022-04-14 15:01:15,同花顺涨跌分布
2022-04-15,1019,57,3688,4764,21.38958858102435,45,59,2022-04-15 15:01:15,同花顺涨跌分布
2022-04-18,2857,124,1780,4761,60.008401596303294,90,57,2022-04-18 15:01:15,同花顺涨跌分布
2022-04-19,2720,133,1914,4767,57.05894692678834,72,39,2022-04-19 15:31:15,同花顺涨跌分布
2022-04-20,1316,76,3378,4770,27.58909853249476,67,38,2022-04-20 15:01:15,同花顺涨跌分布
2022-04-21,336,16,4423,4775,7.036649214659686,41,118,2022-04-21 15:01:15,同花顺涨跌分布
2022-04-22,1650,91,3037,4778,34.53327752197572,85,103,2022-04-22 15:31:16,同花顺涨跌分布
2022-04-25,151,5,4623,4779,3.159656831973216,31,683,2022-04-25 15:30:16,同花顺涨跌分布
2022-04-26,754,42,3981,4777,15.783964831484196,45,283,2022-04-26 15:31:16,同花顺涨跌分布
2022-04-27,3993,51,729,4773,83.65807668133249,139,77,2022-04-27 15:31:16,同花顺涨跌分布
2022-04-28,1225,67,3474,4766,25.70289550986152,90,77,2022-04-28 15:30:16,同花顺涨跌分布
2022-04-29,4489,15,262,4766,94.18799832144356,247,32,2022-04-29 15:31:16,同花顺涨跌分布
2022-05-05,3532,116,1065,4713,74.94165075323573,176,31,2022-05-05 15:31:18,同花顺涨跌分布
2022-05-06,1270,81,3397,4748,26.74810446503791,106,59,2022-05-06 15:01:16,同花顺涨跌分布
2022-05-09,3714,91,942,4747,78.23888771855908,165,31,2022-05-09 15:30:02,同花顺涨跌分布
2022-05-10,3771,143,836,4750,79.38947368421051,124,28,2022-05-10 15:01:17,同花顺涨跌分布
2022-05-11,2175,165,2410,4750,45.78947368421053,106,31,2022-05-11 15:01:16,同花顺涨跌分布
2022-05-12,3145,165,1441,4751,66.19659019153862,89,30,2022-05-12 15:31:16,同花顺涨跌分布
2022-05-13,2801,186,1767,4754,58.918805216659656,120,30,2022-05-13 15:07:31,同花顺涨跌分布
2022-05-16,2186,189,2378,4753,45.99200504944246,113,23,2022-05-16 15:36:16,同花顺涨跌分布
2022-05-17,1967,143,2646,4756,41.3582842724979,87,30,2022-05-17 15:01:16,同花顺涨跌分布
2022-05-18,2841,155,1760,4756,59.73507148864592,117,10,2022-05-18 15:01:18,同花顺涨跌分布
2022-05-19,2762,185,1807,4754,58.09844341607068,95,7,2022-05-19 15:34:02,同花顺涨跌分布
2022-05-20,3559,137,1063,4759,74.78461861735659,109,5,2022-05-20 15:01:16,同花顺涨跌分布
2022-05-23,3506,119,1133,4758,73.68642286675073,114,14,2022-05-23 15:01:09,同花顺涨跌分布
2022-05-24,284,8,4468,4760,5.966386554621849,47,70,2022-05-24 15:28:16,同花顺涨跌分布
2022-05-25,4048,57,659,4764,84.97061293031066,117,10,2022-05-25 15:01:16,同花顺涨跌分布
2022-05-26,2757,144,1869,4770,57.79874213836478,75,13,2022-05-26 15:01:16,同花顺涨跌分布
2022-05-27,1904,192,2674,4770,39.91614255765199,91,16,2022-05-27 15:01:16,同花顺涨跌分布
2022-05-30,2996,173,1604,4773,62.76974649067672,107,17,2022-05-30 15:01:18,同花顺涨跌分布
2022-05-31,3373,172,1234,4779,70.57961916718979,107,17,2022-05-31 15:03:16,同花顺涨跌分布
2022-06-01,2797,173,1810,4780,58.51464435146444,91,12,2022-06-01 15:01:16,同花顺涨跌分布
2022-06-02,2991,121,1669,4781,62.56013386320853,97,20,2022-06-02 15:01:16,同花顺涨跌分布
2022-06-06,3770,143,882,4795,78.6235662148071,99,18,2022-06-06 15:01:16,同花顺涨跌分布
2022-06-07,1574,113,3110,4797,32.81217427558892,75,18,2022-06-07 15:01:16,同花顺涨跌分布
2022-06-08,1712,163,2926,4801,35.65923765882108,81,11,2022-06-08 15:31:19,同花顺涨跌分布
2022-06-09,729,70,4002,4801,15.184336596542384,52,14,2022-06-09 15:01:17,同花顺涨跌分布
2022-06-10,4003,152,652,4807,83.27439151237779,107,5,2022-06-10 15:01:16,同花顺涨跌分布
2022-06-13,2412,113,2286,4811,50.13510704635211,91,7,2022-06-13 15:01:16,同花顺涨跌分布
2022-06-14,2030,199,2581,4810,42.20374220374221,75,8,2022-06-14 15:01:16,同花顺涨跌分布
2022-06-15,2103,185,2524,4812,43.70324189526185,65,16,2022-06-15 15:10:03,同花顺涨跌分布
2022-06-16,2995,151,1663,4809,62.27906009565398,75,7,2022-06-16 15:01:16,同花顺涨跌分布
2022-06-17,2350,165,2292,4807,48.88703973372166,74,3,2022-06-17 15:01:16,同花顺涨跌分布
2022-06-20,3233,157,1420,4810,67.21413721413721,105,13,2022-06-20 15:37:46,同花顺涨跌分布
2022-06-21,1722,178,2912,4812,35.785536159601,63,10,2022-06-21 15:01:16,同花顺涨跌分布
2022-06-22,948,67,3793,4808,19.7171381031614,82,7,2022-06-22 15:01:16,同花顺涨跌分布
2022-06-23,4004,98,709,4811,83.2259405528996,117,2,2022-06-23 15:01:16,同花顺涨跌分布
2022-06-24,3042,200,1568,4810,63.24324324324324,118,3,2022-06-24 15:01:16,同花顺涨跌分布
2022-06-27,2747,230,1832,4809,57.12206279891869,118,4,2022-06-27 15:19:31,同花顺涨跌分布
2022-06-28,3613,104,1090,4807,75.16122321614313,140,0,2022-06-28 15:01:08,同花顺涨跌分布
2022-06-29,774,58,3973,4805,16.10822060353798,71,48,2022-06-29 15:33:02,同花顺涨跌分布
2022-06-30,2803,232,1771,4806,58.32292967124428,98,18,2022-06-30 15:11:16,同花顺涨跌分布
2022-07-01,1923,148,2740,4811,39.9709000207857,79,30,2022-07-01 15:01:05,同花顺涨跌分布
2022-07-04,2550,156,2099,4805,53.06971904266389,98,17,2022-07-04 15:01:07,同花顺涨跌分布
2022-07-05,1257,89,3464,4810,26.133056133056133,47,10,2022-07-05 15:01:16,同花顺涨跌分布
2022-07-06,1319,95,3401,4815,27.39356178608515,60,18,2022-07-06 15:01:06,同花顺涨跌分布
2022-07-07,2605,222,1988,4815,54.10176531671858,90,3,2022-07-07 15:01:16,同花顺涨跌分布
2022-07-08,2554,199,2065,4818,53.00954753009548,73,10,2022-07-08 15:01:16,同花顺涨跌分布
2022-07-11,1432,128,3257,4817,29.728046501972184,66,18,2022-07-11 15:01:17,同花顺涨跌分布
2022-07-12,1015,102,3700,4817,21.071206144903467,55,18,2022-07-12 15:01:16,同花顺涨跌分布
2022-07-13,3388,143,1287,4818,70.31963470319634,107,9,2022-07-13 15:01:16,同花顺涨跌分布
2022-07-14,2601,134,2087,4822,53.94027374533389,78,15,2022-07-14 15:30:34,同花顺涨跌分布
2022-07-15,1010,37,3779,4826,20.928305014504765,64,52,2022-07-15 15:01:16,同花顺涨跌分布
2022-07-18,4111,50,668,4829,85.13149720439014,132,2,2022-07-18 15:01:03,同花顺涨跌分布
2022-07-19,3307,143,1378,4828,68.49627174813587,100,5,2022-07-19 15:01:03,同花顺涨跌分布
2022-07-20,3126,209,1493,4828,64.74730737365368,104,7,2022-07-20 15:01:16,同花顺涨跌分布
2022-07-21,1594,163,3071,4828,33.01574150787076,82,2,2022-07-21 15:32:16,同花顺涨跌分布
